ID,ScaleX,ScaleY,ScaleZ,RotX,RotY,Rotz,PosX,PosY,PosZ,
UpperWall,0.5,7.07,3.7,0,0,0,21.18,6.56,-16.33,WallCake_Tx
UpperWall,0.5,7,3,0,0,0,21.18,6.6,11.62,WallCake_Tx
UpperWall,0.5,7,2.5,0,135,0,20.37,6.6,13.83,WallCake_Tx
UpperWall,0.5,7,2,0,270,0,5.3,6.6,22.1,WallCake_Tx
UpperWall,0.5,7,5,0,270,0,-5.7,6.6,22.1,WallCake_Tx
UpperWall,0.5,7.07,5,0,270,0,-8.28,6.56,-22.82,WallCake_Tx
UpperWall,0.5,7,5,0,270,0,-3.28,6.6,-22.82,WallCake_Tx
UpperWall,0.5,7.07,3.9,0,68,0,11.12,6.56,-22,WallCake_Tx
UpperWall,0.5,7,3.5,0,0,0,-21.17,6.6,1.52,WallCake_Tx
UpperWall,0.5,7,3.5,0,0,0,-21.22,6.6,-6.7,WallCake_Tx
UpperWall,0.5,8,3,0,270,0,28.866,6.1003,-17.896,WallCake_Tx
UpperWall,0.5,7,2,0,90,0,-3.79,6.2,18.45,WallCake_Tx
UpperWall,0.5,10,5,0,225,0,-13.152,4.7,14.99,WallCake_Tx
Corner,15,0.1,20,90,225,0,24.7,10,24.99,WallCake_Tx
Corner,15,0.1,20,90,135,0,-24.6,10,25.39,WallCake_Tx
Corner,15,0.1,20,90,315,0,24.6,10,-25.1,WallCake_Tx
Corner,15,0.1,20,90,45,0,-24.6,10,-25.1,WallCake_Tx
InnerCorner,0.5,10,10.5,0,225,0,13.79,4.7,-14.717,WallCake_Tx
InnerCorner,0.5,10,2.5,0,225,0,-10.5,4.7,17.64,WallCake_Tx
InnerCorner,0.5,10,10.5,0,134.65,0,13.77,4.7,14.83,WallCake_Tx
InnerCorner,0.5,10,10.5,0,134.65,0,-13.3,4.7,-14.74,WallCake_Tx
InnerCorner,0.5,10,3,0,225,0,-15.98,4.7,12.16,WallCake_Tx
Pillar,2,10,2,0,0,0,10.96,5,10.87,WallCake_Tx
Pillar,2,10,2,0,0,0,10.96,5,-10.87,WallCake_Tx
Pillar,2,10,2,0,0,0,-10.96,4.97,10.87,WallCake_Tx
Pillar,2,10,2,0,0,0,-10.96,4.97,-10.87,WallCake_Tx
Capsule,1,1,1,0,0,0,-13.8,0.87,20.5,WallCake_Tx
Capsule,1,1,1,0,0,0,-19.1,0.87,15.1,WallCake_Tx
Capsule,1,1,1,0,0,0,-19.1,0.87,-16.3,WallCake_Tx
Capsule,1,1,1,0,0,0,-12.9,0.87,-21.7,WallCake_Tx
Capsule,1,1,1,0,0,0,12.3,0.87,-20.6,WallCake_Tx
Capsule,1,1,1,0,0,0,19.2,0.87,-14.8,WallCake_Tx
Capsule,1,1,1,0,0,0,19.2,0.87,12.7,WallCake_Tx
Capsule,1,1,1,0,0,0,11.6,0.87,20.6,WallCake_Tx
Capsule,1,1,1,0,0,0,-13.9,0.87,20.7,WallCake_Tx
Capsule,1,1,1,0,0,0,20,0.87,12.4,WallCake_Tx
Capsule,1,1,1,0,0,0,19.1,0.87,-14.7,WallCake_Tx
Stairs,0.8,1,2.7,0,0,0,0.7,-2.6,20.59,WallCake_Tx
Stairs,0.8,1.5,2.7,0,0,0,1.5,-2.33,20.59,WallCake_Tx
Stairs,0.8,2,2.7,0,0,0,2.3,-2.054,20.59,WallCake_Tx
Stairs,0.8,2.5,2.7,0,0,0,3.1,-1.804,20.59,WallCake_Tx
Stairs,0.8,3,2.7,0,0,0,3.9,-1.55,20.59,WallCake_Tx
